date,time,interval,GS_id,id,fixture_name,continent,country,league_id,league,state,issue_origin,issue_severity,description,venue_id,venue_name
2/16/2022,8:00:00 PM,20:00 - 21:59,33428:34906605,34906605,Throttur V. v Hamar,Europe,Iceland,31054,Iceland Mizunodeild KK,VOD,No issue related,No issue related,No issue related,128765,Vogabejarhollin
2/16/2022,8:45:00 PM,20:00 - 21:59,33428:44824755,44824755,AVC Famalicão Women v Castelo Maia GC Women,Europe,Portugal,17152,Portugal I Divisão Women,Aborted,External,Critical,<p>Match was not streamed because the phone was unreachable. LM contacted the league and they restarted the router but phone never got connection.</p>,130611,Pav. Municipal Das Lameiras
2/16/2022,9:00:00 PM,20:00 - 21:59,33428:44745075,44745075,Leixoes SC Women v AJM / FC Porto Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,129714,Ilídio Ramos - C.Cong.
2/15/2022,6:00:00 PM,18:00 - 19:59,33428:44345700,44345700,VK Vestsjælland v Gentofte Volley,Europe,Denmark,3907,Denmark Volleyligaen,VOD,No issue related,No issue related,No issue related,129441,Korsor Hallen
2/15/2022,6:30:00 PM,18:00 - 19:59,33428:44252145,44252145,Évreux VB Women v Venelles Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,141115,Gymnase Canada
2/15/2022,6:30:00 PM,18:00 - 19:59,33428:44087745,44087745,Florange Terville Women v VBC Chamalières Women,Europe,France,3664,France Ligue A Women,VOD,Internal,Critical,"<p>The wrong RTMP was provided to Frederick before the match, it couldn’t be fixed before the game started which caused the complete lost of the stream.</p>",0,Tv match
2/14/2022,4:30:00 PM,16:00 - 17:59,33428:44744895,44744895,Nurmon Jymy Women v WoVo Rovaniemi Women,Europe,Finland,4168,Finland Mestaruusliiga Women,VOD,No issue related,No issue related,No issue related,0,Tv match
2/14/2022,6:00:00 PM,18:00 - 19:59,33428:44818455,44818455,Holte IF Women v Amager VK Women,Europe,Denmark,5542,Denmark Volleyligaen Women,VOD,No issue related,No issue related,No issue related,129415,Holte Hallerne
2/14/2022,6:00:00 PM,18:00 - 19:59,33428:38456280,38456280,SK Zadruga AICH/DOB v ACH Volley Ljubljana,Europe,Europe,4339,Middle European League,VOD,No issue related,No issue related,No issue related,129207,JUFA Arena Bleiburg/Pliberk
2/14/2022,7:00:00 PM,18:00 - 19:59,33428:44781510,44781510,Nantes Rezé v Stade Poitevin Volley-Ball,Europe,France,3658,France Ligue A,VOD,Internal,Critical,"<p>After multiple tries to re-start the streaming the error was the same, on support devs was contacted with no luck, </p>",59059,Gymnase Arthur Dugast (Rezé)
2/14/2022,9:00:00 PM,20:00 - 21:59,33428:42603060,42603060,Sporting de Espinho v Academica de Espinho,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129779,Nave Desportiva de Espinho
2/13/2022,8:00:00 AM,8:00 - 9:59,33708:41148210,41148210,BK Borislav v VK Patriot-Rivne,Europe,Ukraine,42415,Ukraine First League,Aborted,No issue related,No issue related,No issue related,0,Tv match
2/13/2022,8:30:00 AM,8:00 - 9:59,33708:41148225,41148225,VC Datscyi Tecs v Invasport-Meteor,Europe,Ukraine,42415,Ukraine First League,Aborted,No issue related,No issue related,No issue related,0,Tv match
2/13/2022,9:00:00 AM,8:00 - 9:59,33708:41148000,41148000,Berdyansk-BDPU v VK Police Donechini Mariupol,Europe,Ukraine,42415,Ukraine First League,Aborted,No issue related,No issue related,No issue related,0,Tv match
2/13/2022,10:30:00 AM,10:00 - 11:59,33708:41148195,41148195,Volodar-KFV v Locomotive Kyiv,Europe,Ukraine,42415,Ukraine First League,Aborted,No issue related,No issue related,No issue related,0,Tv match
2/13/2022,11:00:00 AM,10:00 - 11:59,33708:41148315,41148315,ZODYUSSH-Ryativnyk-Spartak v Kontinental Chernivtsi,Europe,Ukraine,42415,Ukraine First League,Aborted,No issue related,No issue related,No issue related,0,Tv match
2/13/2022,12:00:00 PM,12:00 - 13:59,33428:34396290,34396290,Linkopings VC Women v IKSU Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,138060,Linkopings Sporthall
2/13/2022,12:00:00 PM,12:00 - 13:59,33708:41136675,41136675,VSK MHP Vinnica v VC Zhytychi,Europe,Ukraine,9565,Ukraine Super Liga,Aborted,No issue related,No issue related,No issue related,0,Tv match
2/13/2022,12:00:00 PM,12:00 - 13:59,33708:41136660,41136660,Yurydychna Akademiya Kharkiv v VK Dnipro,Europe,Ukraine,9565,Ukraine Super Liga,VOD,External,Minor,"<p>net in front of the camera, causing a bad viewing experience</p>",131508,SC NIUU Yaroslava Mudrogo
2/13/2022,12:58:00 PM,12:00 - 13:59,33428:39696135,39696135,RIG Falkoeping Women v Sollentuna VK Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,138047,Frejahallen A
2/13/2022,1:00:00 PM,12:00 - 13:59,33428:34396350,34396350,Gislaved Women v Oerebro Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,138021,Gisle Sportcenter
2/13/2022,1:00:00 PM,12:00 - 13:59,33428:34396305,34396305,Hylte/Halmstad Women v Engelholm Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,0,Tv match
2/13/2022,2:00:00 PM,14:00 - 15:59,33428:34382640,34382640,Floby v Södertelge VBK,Europe,Sweden,4474,Sweden Eliteserien,VOD,External,Critical,<p>No scoreboard for the match because there was no match state feed. The e-scoresheet got connected when the match already had finished</p>,138138,Floby Sporthall
2/13/2022,2:00:00 PM,14:00 - 15:59,33428:34382655,34382655,Lund v Falkenbergs VBK,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,138008,Idrottshallen
2/13/2022,2:00:00 PM,14:00 - 15:59,33428:34396320,34396320,Värnamo VBA Women v Lindesberg Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,138177,Värnamo Sporthall
2/13/2022,2:25:00 PM,14:00 - 15:59,33428:35219985,35219985,Montpellier UC v Tours VB,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,0,Tv match
2/13/2022,2:30:00 PM,14:00 - 15:59,33428:42603075,42603075,SL Benfica v Esmoriz Ginásio Clube,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129753,Pavilhão da Luz Nº 2
2/13/2022,2:30:00 PM,14:00 - 15:59,33428:43050255,43050255,VBC TLC Weiz v VBK Wörther-See-Löwen Klagenfurt,Europe,Austria,3919,Austria League,VOD,Internal,Minor,<p>The end-line camera started without the scoreboard on the stream. It was noticed after 10 minutes and It had to be manually uploaded using Bart.</p>,132171,ASKÖ Stadion Eggenberg
2/13/2022,3:00:00 PM,14:00 - 15:59,33428:44240490,44240490,AJM / FC Porto Women v Ginasio Clube Vilacondense Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,130559,Centro Social Luso Venezolano
2/13/2022,3:00:00 PM,14:00 - 15:59,33428:44240850,44240850,Boavista Women v AVC Famalicão Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,130637,Pavilhão Escola EB 2 Irene Lisboa
2/13/2022,3:00:00 PM,14:00 - 15:59,33428:38859405,38859405,Ikast KFUM v Amager VK,Europe,Denmark,3907,Denmark Volleyligaen,VOD,No issue related,No issue related,No issue related,141596,Sportscenter Ikast/Hyldgaardsskolen
2/13/2022,3:00:00 PM,14:00 - 15:59,33428:44240835,44240835,Lusofona VC Women v Castelo Maia GC Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,External,Minor,"<h1>&nbsp;camera setup causing a bad viewing experience</h1><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><img src=""""https://static.tempo.io/io/non-versioned/img/tempo-logo-jira-grey.svg"""" height=""""24px"""" width=""""24px""""></p><p><img src=""""https://lref.bilith.com/static/img/gdrive_mono.svg"""" height=""""24px"""" width=""""24px""""></p><p><img src=""""https://cdn-cashy-static-assets.lucidchart.com/atlassian/cloud/v1/lucidchart-secondary-22x22.svg"""" height=""""24px"""" width=""""24px""""></p><p><br></p><p><br></p><p><br></p><p><br></p>",141648,Pavilhão Prof. Teotónio Lima
2/13/2022,3:00:00 PM,14:00 - 15:59,33428:36875625,36875625,Montalbano Arena Macerata v Sa.Ma. Portomaggiore,Europe,Italy,39082,Italy Serie A3,VOD,Internal,Critical,<h1>unstable camera causing a bad viewing expierence</h1><p><br></p>,128323,Palasport Marpel Arena
2/13/2022,3:00:00 PM,14:00 - 15:59,33428:36876915,36876915,Normanna Aversa Academy v Aurispa Alessano,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,128349,Palestra ITI Max Valier
2/13/2022,3:00:00 PM,14:00 - 15:59,33428:42603105,42603105,Sporting SP v Fonte do Bastardo,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129766,Pavilhão João Rocha
2/13/2022,3:00:00 PM,14:00 - 15:59,33428:43518795,43518795,VK Spa Brusno Women v Slavia UK Bratislava Women,Europe,Slovakia,16825,Slovakia Extraliga Women,VOD,No issue related,No issue related,No issue related,137644,SH ZS Slovenska Lupca
2/13/2022,3:00:00 PM,14:00 - 15:59,33428:36365025,36365025,VKP Bratislava v VK Spartak Komarno,Europe,Slovakia,5011,Slovakia Extraliga,VOD,No issue related,No issue related,No issue related,138450,SH Dom športu - Nová hala
2/13/2022,3:30:00 PM,14:00 - 15:59,33428:34382595,34382595,Hylte/Halmstad v Örkelljunga VK,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,0,Tv match
2/13/2022,3:30:00 PM,14:00 - 15:59,33428:39548985,39548985,RIG Falköping v Sollentuna VK,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,138047,Frejahallen A
2/13/2022,4:00:00 PM,16:00 - 17:59,33428:44881500,44881500,Castelo Maia GC v Leixoes SC,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129818,Pav. Castelo Maia GC
2/13/2022,4:00:00 PM,16:00 - 17:59,33428:34382610,34382610,Habo WK v Vingaakers VK,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,0,Tv match
2/13/2022,4:00:00 PM,16:00 - 17:59,33428:44428695,44428695,Krka Novo Mesto v ACH Volley Ljubljana,Europe,Slovenia,4462,Slovenia 1A. Dol,VOD,No issue related,No issue related,No issue related,137865,SD Marof
2/13/2022,4:00:00 PM,16:00 - 17:59,33428:35220015,35220015,Narbonne Volley v Tourcoing Lille Metropole Volley-Ball,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,144209,Arena Narbonne
2/13/2022,5:00:00 PM,16:00 - 17:59,33428:44240505,44240505,Clube Kairos Women v Sporting SP Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,130702,Pavilhão Kairos
2/13/2022,5:00:00 PM,16:00 - 17:59,33428:36876930,36876930,Olimpia SBV Galatina v GIS Ottaviano,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,138632,Palasport William Ingrosso
2/13/2022,5:00:00 PM,16:00 - 17:59,33428:36875670,36875670,Pineto Volley v Monge-Gerbaudo Savigliano,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,138645,PalaVolley S.Maria
2/13/2022,5:00:00 PM,16:00 - 17:59,33428:36876900,36876900,Sistemia LCT Aci Castello v Pallavolo Franco Tigano Palmi,Europe,Italy,39082,Italy Serie A3,Aborted,No issue related,No issue related,No issue related,138671,PalaCatania
2/13/2022,5:00:00 PM,16:00 - 17:59,33428:36876945,36876945,Tya Marigliano v Shedirpharma Massa Lubrense,Europe,Italy,39082,Italy Serie A3,VOD,External,Critical,"<p>the stream had multiple outages, in total 36 minutes of the stream time was lost</p>",141765,Pala Napolitano Marigliano
2/13/2022,5:00:00 PM,16:00 - 17:59,33428:36875685,36875685,ViViBanca Torino v Da Rold Logistics Belluno,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,128427,Palazzetto le Cupole Torino
2/13/2022,6:00:00 PM,18:00 - 19:59,33428:36875595,36875595,Gamma Chimica Brugherio v Videx Grottazzolina,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,128154,Palazzetto Paolo VI via Daniele Manin
2/13/2022,6:30:00 PM,18:00 - 19:59,33428:44240865,44240865,SC Espinho Women v CD Aves Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,129779,Nave Desportiva de Espinho
2/13/2022,6:30:00 PM,18:00 - 19:59,33428:44718195,44718195,VK EPERIA Prešov Women v VKP Bratislava Women,Europe,Slovakia,16825,Slovakia Extraliga Women,VOD,No issue related,No issue related,No issue related,131885,SH Spojena skola Presov
2/13/2022,6:56:00 PM,18:00 - 19:59,33428:44240520,44240520,Benfica Women v Porto Volei 2014 Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,External,Critical,"<h1>&nbsp;multiple outages in total for 36 minutes, caused the stream to start late</h1><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><img src=""https://static.tempo.io/io/non-versioned/img/tempo-logo-jira-grey.svg"" height=""24px"" width=""24px""></p><p><img src=""https://lref.bilith.com/static/img/gdrive_mono.svg"" height=""24px"" width=""24px""></p><p><img src=""https://cdn-cashy-static-assets.lucidchart.com/atlassian/cloud/v1/lucidchart-secondary-22x22.svg"" height=""24px"" width=""24px""></p><p><br></p><p><br></p><p><br></p><p><br></p>",129753,Pavilhão da Luz Nº 2
2/13/2022,7:00:00 PM,18:00 - 19:59,33428:43462245,43462245,Ankaran Hrvatini Women v Calcit Kamnik Women,Europe,Slovenia,4471,Slovenia 1A. Dol Women,VOD,No issue related,No issue related,No issue related,138489,OS A.Ukmar
2/12/2022,9:00:00 AM,8:00 - 9:59,33708:41148180,41148180,Invasport-Meteor v Kontinental Chernivtsi,Europe,Ukraine,42415,Ukraine First League,Aborted,No issue related,No issue related,No issue related,131482,SC Technical College LNTU
2/12/2022,9:00:00 AM,8:00 - 9:59,33708:41814525,41814525,SK Prometheus Women v Bilozgar-Meduniversitet Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,130936,FSC Olimp
2/12/2022,10:00:00 AM,10:00 - 11:59,33708:41814555,41814555,Orbita ZNU-ZODUSH Women v Galichanka-TNEU GADZ Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,130832,SC ZHDU Ivan Franko
2/12/2022,10:00:00 AM,10:00 - 11:59,33708:42639390,42639390,Volodar-KFV v BK Borislav,Europe,Ukraine,42415,Ukraine First League,Aborted,No issue related,No issue related,No issue related,0,Tv match
2/12/2022,11:00:00 AM,10:00 - 11:59,33708:41136750,41136750,SVK Burevestnik SHVCM v VK Reshetylivka,Europe,Ukraine,9565,Ukraine Super Liga,Aborted,No issue related,No issue related,No issue related,0,Tv match
2/12/2022,11:30:00 AM,10:00 - 11:59,33708:41814540,41814540,Alanta Women v Khimik Yuzhny Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,130936,FSC Olimp
2/12/2022,11:30:00 AM,10:00 - 11:59,33708:41148300,41148300,ZODYUSSH-Ryativnyk-Spartak v VC Datscyi Tecs,Europe,Ukraine,42415,Ukraine First League,Aborted,No issue related,No issue related,No issue related,0,Tv match
2/12/2022,12:30:00 PM,12:00 - 13:59,33428:34399050,34399050,Team Køge Women v DHV Odense Women,Europe,Denmark,5542,Denmark Volleyligaen Women,VOD,No issue related,No issue related,No issue related,139750,Spar Nord Arena
2/12/2022,12:30:00 PM,12:00 - 13:59,33708:41814570,41814570,VC Poltavchanka Women v Polesia ZhDU Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,130832,SC ZHDU Ivan Franko
2/12/2022,12:30:00 PM,12:00 - 13:59,33708:41148165,41148165,VK Patriot-Rivne v Locomotive Kyiv,Europe,Ukraine,42415,Ukraine First League,Aborted,No issue related,No issue related,No issue related,0,Tv match
2/12/2022,1:00:00 PM,12:00 - 13:59,33428:34396230,34396230,Hylte/Halmstad Women v Sollentuna VK Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,0,Tv match
2/12/2022,1:00:00 PM,12:00 - 13:59,33428:34387635,34387635,Ikast KFUM v DHV Odense,Europe,Denmark,3907,Denmark Volleyligaen,VOD,No issue related,No issue related,No issue related,141596,Sportscenter Ikast/Hyldgaardsskolen
2/12/2022,1:00:00 PM,12:00 - 13:59,33708:41147985,41147985,SK Kramatorsk v VK Police Donechini Mariupol,Europe,Ukraine,42415,Ukraine First League,Aborted,No issue related,No issue related,No issue related,0,Tv match
2/12/2022,1:30:00 PM,12:00 - 13:59,33428:34396275,34396275,Lund Women v IKSU Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,138008,Idrottshallen
2/12/2022,1:30:00 PM,12:00 - 13:59,33428:39696120,39696120,RIG Falkoeping Women v Gislaved Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,138047,Frejahallen A
2/12/2022,2:00:00 PM,14:00 - 15:59,33428:34396245,34396245,Engelholm Women v Oerebro Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,External,Critical,<p>8 minutes of stream lost due to an internet outage at the venue</p>,138073,Kungsgardshallen
2/12/2022,2:00:00 PM,14:00 - 15:59,33428:34382535,34382535,Falkenbergs VBK v Vingaakers VK,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,138164,Falkhallen
2/12/2022,2:00:00 PM,14:00 - 15:59,33428:39548955,39548955,Örkelljunga VK v Södertelge VBK,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,138112,Örkelljunga Forum
2/12/2022,2:30:00 PM,14:00 - 15:59,33428:43766460,43766460,Benfica Women v CD Aves Women,Europe,Portugal,17266,Portugal Cup Women,VOD,No issue related,No issue related,No issue related,129753,Pavilhão da Luz Nº 2
2/12/2022,3:00:00 PM,14:00 - 15:59,33428:38001660,38001660,AkaaVolley v Raision Loimu,Europe,Finland,3571,Finland Mestaruusliiga,VOD,No issue related,No issue related,No issue related,128986,Toijalan Monitoimihalli
2/12/2022,3:00:00 PM,14:00 - 15:59,33428:43890510,43890510,Ginasio Clube Vilacondense Women v Vitória SC Women,Europe,Portugal,17266,Portugal Cup Women,VOD,No issue related,No issue related,No issue related,130715,Pav. Parque Jogos Vila Conde
2/12/2022,3:00:00 PM,14:00 - 15:59,33428:38001630,38001630,Karelian Hurmos v Kokkolan Tiikerit,Europe,Finland,3571,Finland Mestaruusliiga,VOD,No issue related,No issue related,No issue related,0,Tv match
2/12/2022,3:00:00 PM,14:00 - 15:59,33428:38004780,38004780,LiigaPloki Women v Pöllky Kuusamo Women,Europe,Finland,4168,Finland Mestaruusliiga Women,VOD,No issue related,No issue related,No issue related,129259,Pihtipudas-Sali
2/12/2022,3:00:00 PM,14:00 - 15:59,33708:41136735,41136735,VSK MHP Vinnica v VC Zhytychi,Europe,Ukraine,9565,Ukraine Super Liga,Aborted,No issue related,No issue related,No issue related,0,Tv match
2/12/2022,3:00:00 PM,14:00 - 15:59,33708:41136720,41136720,Yurydychna Akademiya Kharkiv v VK Dnipro,Europe,Ukraine,9565,Ukraine Super Liga,VOD,No issue related,No issue related,No issue related,131508,SC NIUU Yaroslava Mudrogo
2/12/2022,3:30:00 PM,14:00 - 15:59,33428:34382520,34382520,Hylte/Halmstad v Sollentuna VK,Europe,Sweden,4474,Sweden Eliteserien,VOD,External,Critical,"<p>As this match wasn’t expected to be streamed with GS cellphones, the POC needed to send signal and had an inconvenience with internet connection, so couldn’t connect to Wowza server for 22 minutes. Issue was fixed</p>",0,Tv match
2/12/2022,4:00:00 PM,16:00 - 17:59,33428:38456265,38456265,HAOK Mladost v OK Maribor,Europe,Europe,4339,Middle European League,VOD,No issue related,No issue related,No issue related,129142,Dom odbojke Bojan Strani?
2/12/2022,4:00:00 PM,16:00 - 17:59,33428:34382565,34382565,Lund v Uppsala,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,138008,Idrottshallen
2/12/2022,4:00:00 PM,16:00 - 17:59,33428:39548970,39548970,RIG Falköping v Floby,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,138047,Frejahallen A
2/12/2022,4:00:00 PM,16:00 - 17:59,33428:42602985,42602985,SC Caldas v GC Santo Tirso,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129740,RAINHA DªLEONOR-CALDAS RAINHA
2/12/2022,4:00:00 PM,16:00 - 17:59,33428:42603000,42603000,Sporting de Espinho v Fonte do Bastardo,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129779,Nave Desportiva de Espinho
2/12/2022,4:30:00 PM,16:00 - 17:59,33428:38004795,38004795,HPK Hämeenlinna Women v LP Kangasala Women,Europe,Finland,4168,Finland Mestaruusliiga Women,VOD,No issue related,No issue related,No issue related,0,Tv match
2/12/2022,5:00:00 PM,16:00 - 17:59,33428:43023285,43023285,Castelo Maia GC v Sporting SP,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129818,Pav. Castelo Maia GC
2/12/2022,5:00:00 PM,16:00 - 17:59,33428:42603015,42603015,Esmoriz Ginásio Clube v Leixoes SC,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129831,Pav. Esmoriz Ginásio Clube
2/12/2022,5:00:00 PM,16:00 - 17:59,33428:43462230,43462230,GEN-I Volley Women v OD Krim Women,Europe,Slovenia,4471,Slovenia 1A. Dol Women,VOD,No issue related,No issue related,No issue related,130260,Sports Hall Nova Gorica
2/12/2022,5:00:00 PM,16:00 - 17:59,33428:43462335,43462335,Nova KBM Branik Maribor Women v Luka Koper Women,Europe,Slovenia,4471,Slovenia 1A. Dol Women,VOD,No issue related,No issue related,No issue related,129181,Hall Lukna Maribor
2/12/2022,5:00:00 PM,16:00 - 17:59,33428:44741835,44741835,PSVBG Salzburg Women v SG Sokol/Post Women,Europe,Austria,4204,Austria League Women,VOD,No issue related,No issue related,No issue related,130546,Sportzentrum Rif
2/12/2022,5:00:00 PM,16:00 - 17:59,33428:36364980,36364980,Spartak Myjava v TJ Slávia Svidník,Europe,Slovakia,5011,Slovakia Extraliga,VOD,Internal,Critical,"<h1>scoreboard didn`t work for the entire match</h1><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><img src=""""https://static.tempo.io/io/non-versioned/img/tempo-logo-jira-grey.svg"""" height=""""24px"""" width=""""24px""""></p><p><img src=""""https://lref.bilith.com/static/img/gdrive_mono.svg"""" height=""""24px"""" width=""""24px""""></p><p><img src=""""https://cdn-cashy-static-assets.lucidchart.com/atlassian/cloud/v1/lucidchart-secondary-22x22.svg"""" height=""""24px"""" width=""""24px""""></p><p><br></p><p><br></p><p><br></p><p><br></p>",137618,MSH Myjava
2/12/2022,5:00:00 PM,16:00 - 17:59,33428:43050495,43050495,UVC Weberzeile Ried im Innkreis v UVC Holding Graz,Europe,Austria,3919,Austria League,VOD,No issue related,No issue related,No issue related,132158,Union Ried im Innkreis
2/12/2022,5:30:00 PM,16:00 - 17:59,33428:38122260,38122260,Évreux VB Women v France Avenir 2024,Europe,France,3664,France Ligue A Women,VOD,External,Critical,"<p>The scoreboard wasn’t updating during the first sets of the match, even though the e-scoresheet was connected, and the fixture was mapped on data project, there was no information reaching our systems from the venue, as can be proofed on the time from last e-scoresheet message. It was noticed that at the final the Scoreboard was updating. The league manager informed an assumption regarding the laptop connection on the venue.</p>",141115,Gymnase Canada
2/12/2022,6:00:00 PM,18:00 - 19:59,33428:42603045,42603045,AAS Mamede v VC Viana-Casa Peixoto,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129662,Pavilion Eduardo Soares
2/12/2022,6:00:00 PM,18:00 - 19:59,33428:44428665,44428665,Crnuce v Calcit Kamnik,Europe,Slovenia,4462,Slovenia 1A. Dol,VOD,No issue related,No issue related,No issue related,139789,Dvorana Maksa Pe?arja
2/12/2022,6:00:00 PM,18:00 - 19:59,33428:44718180,44718180,Hit UCM Trnava Women v VK EPERIA Prešov Women,Europe,Slovakia,16825,Slovakia Extraliga Women,VOD,No issue related,No issue related,No issue related,137631,Mestska sportova hala Trnava
2/12/2022,6:00:00 PM,18:00 - 19:59,33428:43050240,43050240,Hypo Tirol VT v TSV Hartberg,Europe,Austria,3919,Austria League,VOD,No issue related,No issue related,No issue related,130676, Uni-Sportinstitut
2/12/2022,6:00:00 PM,18:00 - 19:59,33428:35220000,35220000,Paris Volley v AS Cannes,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,127998,Salle Pierre Charpy
2/12/2022,6:00:00 PM,18:00 - 19:59,33428:44428680,44428680,Salonit Anhovo v Triglav Kranj,Europe,Slovenia,4462,Slovenia 1A. Dol,VOD,No issue related,No issue related,No issue related,138307,SD Kanal
2/12/2022,6:00:00 PM,18:00 - 19:59,33428:38122275,38122275,Volley-Ball Nantes Women v Asptt Mulhouse Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,128245,Gymnasium Mangin Beaulieu
2/12/2022,6:30:00 PM,18:00 - 19:59,33428:43462260,43462260,SIP Sempeter Women v MZG Grosuplje Women,Europe,Slovenia,4471,Slovenia 1A. Dol Women,VOD,No issue related,No issue related,No issue related,138476,SD OS Sempeter
2/12/2022,6:30:00 PM,18:00 - 19:59,33428:42603030,42603030,Vitoria Guimaraes v Clube Kairos,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,129805,Pav. Desp. Unidade Vimaranense
2/12/2022,6:30:00 PM,18:00 - 19:59,33428:38122290,38122290,Volley Club Marcq-en-Barœul Women v Venelles Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,128258,Salle Saint Exupery
2/12/2022,7:00:00 PM,18:00 - 19:59,33428:35222190,35222190,Avignon Volley-Ball v Frejus,Europe,France,13375,France Ligue B,VOD,No issue related,No issue related,No issue related,141128,Gymnase Champfleury
2/12/2022,7:00:00 PM,18:00 - 19:59,33428:35219970,35219970,Chaumont VB 52 v Arago De Sète Volleyball,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,0,Tv match
2/12/2022,7:00:00 PM,18:00 - 19:59,33428:38122320,38122320,Francais St. Cloud Paris Women v Béziers VB Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,128076,Complexe Geo Andre Paris
2/12/2022,7:00:00 PM,18:00 - 19:59,33428:35222175,35222175,Gazelec FC Ajaccio v Martigues Volley-Ball,Europe,France,13375,France Ligue B,VOD,No issue related,No issue related,No issue related,57603,U Palatinu
2/12/2022,7:00:00 PM,18:00 - 19:59,33428:38122245,38122245,RC Cannes Women v Rocheville Le Cannet Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,57629,Palais des Victoires
2/12/2022,7:00:00 PM,18:00 - 19:59,33428:35222205,35222205,Rennes Volley 35 v Grand Nancy Volley-Ball,Europe,France,13375,France Ligue B,VOD,No issue related,No issue related,No issue related,128011,Salle Colette-Besson
